epa_class,srn,facility_name,address_line1,city,zip,county,egle_district,staff,address_full
MAJOR,N2388,GRAYLING GENERATING STATION LTD PTNR,4400 W FOUR MILE RD,GRAYLING,49738,CRAWFORD,GAYLORD,RADULSKIR,"4400 W FOUR MILE RD, GRAYLING, MI 49738"
MAJOR,N2812,LEXAMAR CORPORATION,100 LEXAMAR DRIVE,BOYNE CITY,49712,CHARLEVOIX,GAYLORD,BOWMAND7,"100 LEXAMAR DRIVE, BOYNE CITY, MI 49712"
MAJOR,N2901,CONSUMERS ENERGY - MUSKEGON RIVER COMPRESSOR STAT,8613  Pine Rd.,CHURCH BRIDGE,49665,CLARE,BAY CITY,GENTLEN,"8613  Pine Rd., CHURCH BRIDGE, MI 49665"
MAJOR,N2940,DCP ANTRIM GAS LLC,6250  OLD STATE RD,JOHANNESBURG,49751,OTSEGO,GAYLORD,LEBLANCS,"6250  OLD STATE RD, JOHANNESBURG, MI 49751"
MINOR,N3190,QUICKSILVER RESOURCES INC. - P-LEASE,8908 SOUTH  PURE OIL ROAD,S BOARDMAN,49646,KALKASKA,CADILLAC,OWENSC1,"8908 SOUTH  PURE OIL ROAD, S BOARDMAN, MI 49646"
MAJOR,N3341,DTE GAS COMPANY - KALKASKA COMPRESSOR STATION,1250 MichCon Lane,KALKASKA,49646,KALKASKA,CADILLAC,OWENSC1,"1250 MichCon Lane, KALKASKA, MI 49646"
MAJOR,N5581,GREAT LAKES GAS - FARWELL COMPRESSOR STATION 12,3400  HICKORY  RD,LAKE GEORGE,48633,CLARE,BAY CITY,GENTLEN,"3400  HICKORY  RD, LAKE GEORGE, MI 48633"
MAJOR,N5586,ANR PIPELINE COMPANY LINCOLN COMPRESSOR STATION,3991  S. Hickory,LAKE GEORGE,48633,CLARE,BAY CITY,GENTLEN,"3991  S. Hickory, LAKE GEORGE, MI 48633"
MAJOR,N5935,DTE GAS COMPANY - ALPENA COMPRESSOR STATION,8512 EAST ARNOLD LAKE ROAD,HARRISON,48625,CLARE,BAY CITY,GENTLEN,"8512 EAST ARNOLD LAKE ROAD, HARRISON, MI 48625"
SM OPT OUT,N5936,LAMBDA ENERGY RESOURCES LLC - LOUD 29,2320  BLUE LAKES RD,LOUD TWP,49756,MONTMORENCY,GAYLORD,BOWMAND7,"2320  BLUE LAKES RD, LOUD TWP, MI 49756"
SM OPT OUT,A0169,BRADFORD WHITE CORPORATION,200  Lafayette Street,MIDDLEVILLE,49333,BARRY,GRAND RAPIDS,GRINSTERNE,"200  Lafayette Street, MIDDLEVILLE, MI 49333"
,A2250,HEKMAN FURNITURE COMPANY,1400  Buchanan Ave SW,GRAND RAPIDS,49507,KENT,GRAND RAPIDS,PLAFCAND,"1400  Buchanan Ave SW, GRAND RAPIDS, MI 49507"
SM OPT OUT,A2396,LEON INTERIORS INC,4901  Clay Ave. SW,GRAND RAPIDS,49548,KENT,GRAND RAPIDS,PLAFCAND,"4901  Clay Ave. SW, GRAND RAPIDS, MI 49548"
SM OPT OUT,A2402,"ACCESS BUSINESS GROUP, LLC",7575 E Fulton Rd,ADA,49355,KENT,GRAND RAPIDS,DEVRIESK1,"7575 E Fulton Rd, ADA, MI 49355"
SM OPT OUT,A2408,"MILLER PRODUCTS, INC.",601  First St. NW,GRAND RAPIDS,49504,KENT,GRAND RAPIDS,MCDONALDT,"601  First St. NW, GRAND RAPIDS, MI 49504"
,A2464,HICKORY HARDWARE,955  GODFREY Ave. SW,GRAND RAPIDS,49503,KENT,GRAND RAPIDS,,"955  GODFREY Ave. SW, GRAND RAPIDS, MI 49503"
MINOR,A4203,PURE MUSKEGON,2400  Lakeshore Dr.,MUSKEGON,49441,MUSKEGON,GRAND RAPIDS,,"2400  Lakeshore Dr., MUSKEGON, MI 49441"
,A4223,LOMAC  LLC,5025  Evanston Ave.,MUSKEGON,49442,MUSKEGON,GRAND RAPIDS,,"5025  Evanston Ave., MUSKEGON, MI 49442"
MAJOR,A4302,MAHLE INDUSTRIES INCORPORATED,2020 Sanford Street,MUSKEGON HTS,49444,MUSKEGON,GRAND RAPIDS,EVANSS13,"2020 Sanford Street, MUSKEGON HTS, MI 49444"
MAJOR,A5858,"MEAD JOHNSON & COMPANY, LLC",725 E. Main Street,ZEELAND,49464,OTTAWA,GRAND RAPIDS,ROBINSONC17,"725 E. Main Street, ZEELAND, MI 49464"
MINOR,A5866,EAGLE OTTAWA GRAND HAVEN,200 N. Beechtree St.,GRAND HAVEN,49417,OTTAWA,GRAND RAPIDS,,"200 N. Beechtree St., GRAND HAVEN, MI 49417"
,A5884,"HART & COOLEY, INC.",500 East Eighth Street,HOLLAND,49423,OTTAWA,GRAND RAPIDS,,"500 East Eighth Street, HOLLAND, MI 49423"
MAJOR,A5937,HOWARD MILLER COMPANY,860 E Main St,ZEELAND,49464,OTTAWA,GRAND RAPIDS,ROBINSONC17,"860 E Main St, ZEELAND, MI 49464"
SM OPT OUT,B1652,"ROBROY ENCLOSURES, INC.",500 Maple St,BELDING,48809,IONIA,GRAND RAPIDS,GRINSTERNE,"500 Maple St, BELDING, MI 48809"
MINOR,B1713,AMERICAN SEATING COMPANY,"401  American Seating Center, NW",GRAND RAPIDS,49504,KENT,GRAND RAPIDS,COXM9,"401  American Seating Center, NW, GRAND RAPIDS, MI 49504"
SM OPT OUT,B1726,MOTORS LIQUIDATION COMPANY,300  36th St. SW,GRAND RAPIDS,49548,KENT,GRAND RAPIDS,PLAFCAND,"300  36th St. SW, GRAND RAPIDS, MI 49548"
,B1727,"G-P GYPSUM CORPORATION, GYPSUM FACILITY",2228  Butterworth Rd. SW,GRAND RAPIDS,49544,KENT,GRAND RAPIDS,,"2228  Butterworth Rd. SW, GRAND RAPIDS, MI 49544"
SM OPT OUT,B1732,MAGIC FINISHING CO.,2947  Buchanan  SW,WYOMING,49548,KENT,GRAND RAPIDS,PLAFCAND,"2947  Buchanan  SW, WYOMING, MI 49548"
SM OPT OUT,B1904,BRUNSWICK BOWLING AND BILLIARDS,525 W. Laketon Avenue,MUSKEGON,49441,MUSKEGON,GRAND RAPIDS,,"525 W. Laketon Avenue, MUSKEGON, MI 49441"
MAJOR,B1909,CWC TEXTRON,1085 W. Sherman Blvd,MUSKEGON,49441,MUSKEGON,GRAND RAPIDS,GRINSTERNE,"1085 W. Sherman Blvd, MUSKEGON, MI 49441"
MINOR,B1921,MAHLE ENGINE COMPONENTS,2051 S. Harvey St.,MUSKEGON,49443,MUSKEGON,GRAND RAPIDS,DIXONJ2,"2051 S. Harvey St., MUSKEGON, MI 49443"
SM OPT OUT,B1961,BARBER STEEL FOUNDRY CORPORATION,2625  Winston Rd.,ROTHBURY,49452,OCEANA,GRAND RAPIDS,GRINSTERNE,"2625  Winston Rd., ROTHBURY, MI 49452"
SM OPT OUT,B1976,J.B. SIMS GENERATING STATION,1231 N. Third St.,GRAND HAVEN,49417,OTTAWA,GRAND RAPIDS,DEVRIESK1,"1231 N. Third St., GRAND HAVEN, MI 49417"
SM OPT OUT,B2331,MICHIGAN STATE UNIVERSITY - BIOECONOMY INSTITUTE,242 Howard Avenue,HOLLAND,49424,OTTAWA,GRAND RAPIDS,ROBINSONC17,"242 Howard Avenue, HOLLAND, MI 49424"
MINOR,B2357,"HOLLAND BPW, GENERATING STATION & WWTP",64  Pine Ave,HOLLAND,49423,OTTAWA,GRAND RAPIDS,DEVRIESK1,"64  Pine Ave, HOLLAND, MI 49423"
SM OPT OUT,B2817,VERTELLUS ZEELAND LLC,215 N. Centennial St.,ZEELAND,49464,OTTAWA,GRAND RAPIDS,DEVRIESK1,"215 N. Centennial St., ZEELAND, MI 49464"
MAJOR,B2835,J. H. CAMPBELL PLANT,17000  Croswell,WEST OLIVE,49460,OTTAWA,GRAND RAPIDS,DEVRIESK1,"17000  Croswell, WEST OLIVE, MI 49460"
MAJOR,B2836,B. C. COBB PLANT,151 N. Causeway,MUSKEGON,49445,MUSKEGON,GRAND RAPIDS,LACHANCES,"151 N. Causeway, MUSKEGON, MI 49445"
MAJOR,B2838,"VICINITY ENERGY GRAND RAPIDS, LLC",156 W Fulton Ave,GRAND RAPIDS,49503,KENT,GRAND RAPIDS,DEVRIESK1,"156 W Fulton Ave, GRAND RAPIDS, MI 49503"
MINOR,B2979,WOLVERINE WORLD WIDE TANNERY,181 N. Main St.,ROCKFORD,49341,KENT,GRAND RAPIDS,DIXONJ2,"181 N. Main St., ROCKFORD, MI 49341"
SM OPT OUT,B2980,"WOLVERINE WORLD WIDE - A, F AND SOLE FAC",465  Wolverine Street,ROCKFORD,49341,KENT,GRAND RAPIDS,DIXONJ2,"465  Wolverine Street, ROCKFORD, MI 49341"
SM OPT OUT,B2981,ORIGINAL FOOTWEAR,1005  Baldwin,BIG RAPIDS,49307,MECOSTA,GRAND RAPIDS,EVANSS13,"1005  Baldwin, BIG RAPIDS, MI 49307"
SM OPT OUT,B3007,"THIERICA, INC.","900  CLANCY AVE., NE",GRAND RAPIDS,49503,KENT,GRAND RAPIDS,COXM9,"900  CLANCY AVE., NE, GRAND RAPIDS, MI 49503"
SM OPT OUT,B3675,TRIDENT LIGHTING L.L.C.,2929  32nd St.,KENTWOOD,49518,KENT,GRAND RAPIDS,,"2929  32nd St., KENTWOOD, MI 49518"
MINOR,B3718,UNIBAND USA,2555  Oak Industrial Drive NE,GRAND RAPIDS,49505,KENT,GRAND RAPIDS,COXM9,"2555  Oak Industrial Drive NE, GRAND RAPIDS, MI 49505"
MAJOR,B4043,WORTHEN COATED FABRICS,524  Butterworth  SW,GRAND RAPIDS,49504,KENT,GRAND RAPIDS,SHAFFERA1,"524  Butterworth  SW, GRAND RAPIDS, MI 49504"
MINOR,B4045,KRAFT HEINZ FOODS COMPANY,431 W. Sixteenth St.,HOLLAND,49423,OTTAWA,GRAND RAPIDS,EVANSS13,"431 W. Sixteenth St., HOLLAND, MI 49423"
SM OPT OUT,B4264,FLINT GROUP PIGMENTS,471  Howard Ave.,HOLLAND,49424,OTTAWA,GRAND RAPIDS,MCDONALDT,"471  Howard Ave., HOLLAND, MI 49424"
,B4285,"FRANKLIN/KENTWOOD, L.L.C",4300  44th St SE,KENTWOOD,49512,KENT,GRAND RAPIDS,,"4300  44th St SE, KENTWOOD, MI 49512"
SM OPT OUT,B5918,H.B. FULLER CO.,2727  Kinney Ave NW,GRAND RAPIDS,49534,KENT,GRAND RAPIDS,COXM9,"2727  Kinney Ave NW, GRAND RAPIDS, MI 49534"
SM OPT OUT,B6001,"HERMAN MILLER, INC",855 E. Main Ave.,ZEELAND,49464,OTTAWA,GRAND RAPIDS,ROBINSONC17,"855 E. Main Ave., ZEELAND, MI 49464"
SM OPT OUT,B6356,THE WORDEN GROUP,199 E. 17th St.,HOLLAND,49423,OTTAWA,GRAND RAPIDS,ROBINSONC17,"199 E. 17th St., HOLLAND, MI 49423"
MINOR,B6555,"TRIN PLASTICS, LLC",13370 BARRY ST.,HOLLAND,49424,OTTAWA,GRAND RAPIDS,ROBINSONC17,"13370 BARRY ST., HOLLAND, MI 49424"
MAJOR,B7220,ANR PIPELINE CO -  WOOLFOLK COMPRESSOR STATION,11039  150th Ave.,BIG RAPIDS,49307,MECOSTA,GRAND RAPIDS,ROBINSONC17,"11039  150th Ave., BIG RAPIDS, MI 49307"
MINOR,B7352,SEAVER INDUSTRIAL FINISHING CO.,1645  Marion St.,GRAND HAVEN,49417,OTTAWA,GRAND RAPIDS,ROBINSONC17,"1645  Marion St., GRAND HAVEN, MI 49417"
MINOR,B7515,MAGNA MIRRORS LOWELL DIVISION,6151 Bancroft Avenue SE,ALTO,49302,KENT,GRAND RAPIDS,LAZZAROA1,"6151 Bancroft Avenue SE, ALTO, MI 49302"
MAJOR,B7977,ZEELAND BOARD OF PUBLIC WORKS,347 E. Washington Ave.,ZEELAND,49464,OTTAWA,GRAND RAPIDS,DEVRIESK1,"347 E. Washington Ave., ZEELAND, MI 49464"
SM OPT OUT,B8860,"TESA PLANT SPARTA, LLC",324 S Union ST.,SPARTA,49345,KENT,GRAND RAPIDS,COXM9,"324 S Union ST., SPARTA, MI 49345"
MAJOR,E5094,"HUTCHINSON ANTIVIBRATION SYSTEMS, INC.",460  Fuller Ave. NE,GRAND RAPIDS,49503,KENT,GRAND RAPIDS,COXM9,"460  Fuller Ave. NE, GRAND RAPIDS, MI 49503"
SM OPT OUT,K2120,MDOC IONIA FACILITIES,1342 WEST MAIN STREET,IONIA,48846,IONIA,GRAND RAPIDS,GRINSTERNE,"1342 WEST MAIN STREET, IONIA, MI 48846"
MINOR,M2326,ACE TOOL & ENGINEERING,500  Reed Street,BELDING,48809,IONIA,GRAND RAPIDS,GRINSTERNE,"500  Reed Street, BELDING, MI 48809"
MAJOR,M3333,CONWAY PRODUCTS CORPORATION D/B/A EMERALD SPA CORP,4150 E. Paris Ave. SE,KENTWOOD,49512,KENT,GRAND RAPIDS,MORGAND2,"4150 E. Paris Ave. SE, KENTWOOD, MI 49512"
SM OPT OUT,M3554,"GENERAL FORMULATIONS, INC.",320 S. Union St.,SPARTA,49345,KENT,GRAND RAPIDS,COXM9,"320 S. Union St., SPARTA, MI 49345"
MAJOR,M4204,"ZEELAND FARM SERVICES, INC.",2468  84th Ave,ZEELAND,49464,OTTAWA,GRAND RAPIDS,DEVRIESK1,"2468  84th Ave, ZEELAND, MI 49464"
MINOR,N0667,JCI LAKEWOOD FACILITY,205  Douglas Ave.,HOLLAND,49424,OTTAWA,GRAND RAPIDS,ROBINSONC17,"205  Douglas Ave., HOLLAND, MI 49424"
MAJOR,N0677,STEELCASE INC.- KENTWOOD COMPLEX,5353  Broadmoor Avenue SE,KENTWOOD,49508,KENT,GRAND RAPIDS,LAZZAROA1,"5353  Broadmoor Avenue SE, KENTWOOD, MI 49508"
MINOR,N0864,HERMAN MILLER SPRING LAKE CAMPUS - 171ST & HICKORY,18558 171st Ave.,SPRING LAKE,49456,OTTAWA,GRAND RAPIDS,ROBINSONC17,"18558 171st Ave., SPRING LAKE, MI 49456"
MINOR,N0912,"PQ MARINE HOLDINGS, INC.",2385  112th Ave.,HOLLAND,49424,OTTAWA,GRAND RAPIDS,LAZZAROA,"2385  112th Ave., HOLLAND, MI 49424"
MINOR,N0948,PLASTIC-PLATE RALEIGH,3500 RALEIGH SE,KENTWOOD,49512,KENT,GRAND RAPIDS,LAZZAROA1,"3500 RALEIGH SE, KENTWOOD, MI 49512"
,N0980,STEELCASE INC. - GRAND RAPIDS COMPLEX,901 44th Street,GRAND RAPIDS,49508,KENT,GRAND RAPIDS,,"901 44th Street, GRAND RAPIDS, MI 49508"
MAJOR,N1324,SOUTH KENT LANDFILL,10300 South Kent Drive SW,BYRON CENTER,49315,KENT,GRAND RAPIDS,MORGAND2,"10300 South Kent Drive SW, BYRON CENTER, MI 49315"
MAJOR,N1604,KENT COUNTY WASTE TO ENERGY FACILITY,950  Market Ave SW,GRAND RAPIDS,49503,KENT,GRAND RAPIDS,DEVRIESK1,"950  Market Ave SW, GRAND RAPIDS, MI 49503"
MINOR,N1757,KNOLL INCORPORATED,2800  Estes St,NORTON SHORES,49441,MUSKEGON,GRAND RAPIDS,EVANSS13,"2800  Estes St, NORTON SHORES, MI 49441"
SM OPT OUT,N1781,MAGNA MIRRORS CORPORATION,3575 128th Aveune,HOLLAND,49424,OTTAWA,GRAND RAPIDS,ROBINSONC17,"3575 128th Aveune, HOLLAND, MI 49424"
MAJOR,N1784,ADA COGENERATION LLC,7575 FULTON STREET EAST,ADA,49355,KENT,GRAND RAPIDS,DEVRIESK1,"7575 FULTON STREET EAST, ADA, MI 49355"
SM OPT OUT,N1786,KENDRICK PLASTICS,5050  Kendrick St SE,GRAND RAPIDS,49512,KENT,GRAND RAPIDS,LAZZAROA1,"5050  Kendrick St SE, GRAND RAPIDS, MI 49512"
MAJOR,N1794,"ATLAS EPS, A DIVISION OF ATLAS ROOFING CORP.",8240  Byron Center Rd.,BYRON CENTER,49315,KENT,GRAND RAPIDS,LAZZAROA1,"8240  Byron Center Rd., BYRON CENTER, MI 49315"
,N1818,JOST INTERNATIONAL,335 N. Griffin St.,GRAND HAVEN,49417,OTTAWA,GRAND RAPIDS,,"335 N. Griffin St., GRAND HAVEN, MI 49417"
MINOR,N1948,MAGNA MIRRORS- SERVICE PARTS DIVISION,1800  Hayes St.,GRAND HAVEN,49417,OTTAWA,GRAND RAPIDS,ROBINSONC17,"1800  Hayes St., GRAND HAVEN, MI 49417"
MINOR,N2033,"PPG INDUSTRIES, INC.",1855  Industrial Dr.,GRAND HAVEN,49417,OTTAWA,GRAND RAPIDS,ROBINSONC17,"1855  Industrial Dr., GRAND HAVEN, MI 49417"
MEGASITE,N2079,"LACKS INDUSTRIES, INC.",4375 52ND STREET SE,KENTWOOD,49512,KENT,GRAND RAPIDS,LAZZAROA1,"4375 52ND STREET SE, KENTWOOD, MI 49512"
MINOR,N2191,ADAC AUTOMOTIVE 36TH ST. PLANT,3801  36th St. SE,GRAND RAPIDS,49588,KENT,GRAND RAPIDS,LAZZAROA1,"3801  36th St. SE, GRAND RAPIDS, MI 49588"
SM OPT OUT,N2283,"ENAMELITE INDUSTRIES, LLC",3829  Roger B. Chaffee Memorial Dr S.E.,GRAND RAPIDS,49548,KENT,GRAND RAPIDS,LAZZAROA1,"3829  Roger B. Chaffee Memorial Dr S.E., GRAND RAPIDS, MI 49548"
SM OPT OUT,N2547,WOODWARD FST,700 N. CENTENNIAL AVE,ZEELAND,49464,OTTAWA,GRAND RAPIDS,ROBINSONC17,"700 N. CENTENNIAL AVE, ZEELAND, MI 49464"
SM OPT OUT,N2585,"A & K FINISHING, INC.",4175  DANVERS Ct. SE,KENTWOOD,49588,KENT,GRAND RAPIDS,LAZZAROA1,"4175  DANVERS Ct. SE, KENTWOOD, MI 49588"
MAJOR,N2614,NBHX TRIM USA CORPORATION,1020 Seven Mile Road,COMSTOCK PARK,49321,KENT,GRAND RAPIDS,COXM9,"1020 Seven Mile Road, COMSTOCK PARK, MI 49321"
,N3035,"G & T INDUSTRIES, INC.",3413  Eastern Avenue  SE,GRAND RAPIDS,49518,KENT,GRAND RAPIDS,PETERSC,"3413  Eastern Avenue  SE, GRAND RAPIDS, MI 49518"
MINOR,N3042,GRAND RAPIDS FOAM TECHNOLOGIES,1700  Alpine Ave NW,GRAND RAPIDS,49504,KENT,GRAND RAPIDS,COXM9,"1700  Alpine Ave NW, GRAND RAPIDS, MI 49504"
,N3059,"SPECTRUM INDUSTRIES, INC.",522  Plymouth Ave. NE,GRAND RAPIDS,49505,KENT,GRAND RAPIDS,,"522  Plymouth Ave. NE, GRAND RAPIDS, MI 49505"
MINOR,N3106,NICHOLAS PLASTICS L.L.C.,11700  48th Ave,ALLENDALE,49401,OTTAWA,GRAND RAPIDS,LAZZAROA,"11700  48th Ave, ALLENDALE, MI 49401"
MINOR,N3286,"PENTWATER WIRE PRODUCTS, INC.",474  Carroll St.,PENTWATER,49449,OCEANA,GRAND RAPIDS,EVANSS13,"474  Carroll St., PENTWATER, MI 49449"
MAJOR,N3294,OTTAWA COUNTY FARMS LANDFILL,15550  68th Avenue,COOPERSVILLE,49404,OTTAWA,GRAND RAPIDS,MORGAND2,"15550  68th Avenue, COOPERSVILLE, MI 49404"
MAJOR,N3392,DTE GAS COMPANY - TAGGART COMPRESSOR STATION,10450  NEVINS ROAD,SIX LAKES,48886,MONTCALM,GRAND RAPIDS,ROBINSONC17,"10450  NEVINS ROAD, SIX LAKES, MI 48886"
MAJOR,N3418,"JAYCOR,  INC",8634 N Storey Rd,BELDING,48809,IONIA,GRAND RAPIDS,GRINSTERNE,"8634 N Storey Rd, BELDING, MI 48809"
MAJOR,N3748,"BELDING TANK TECHNOLOGIES, INC.",200 N Gooding St.,BELDING,48809,IONIA,GRAND RAPIDS,GRINSTERNE,"200 N Gooding St., BELDING, MI 48809"
MAJOR,N5056,MAGNA MIRRORS NORTH AMERICA,700 South Industrial Drive,NEWAYGO,49337,NEWAYGO,GRAND RAPIDS,DEVRIESK1,"700 South Industrial Drive, NEWAYGO, MI 49337"
,N5085,"ADVANCED FIBERMOLDING, INC.",20000  19 Mile Road,BIG RAPIDS,49307,MECOSTA,GRAND RAPIDS,,"20000  19 Mile Road, BIG RAPIDS, MI 49307"
SM OPT OUT,N5155,"A & K FINISHING, INC.",4436  DONKER COURT SE,KENTWOOD,49588,KENT,GRAND RAPIDS,LAZZAROA1,"4436  DONKER COURT SE, KENTWOOD, MI 49588"
,N5260,MAGNA-LAKELAND,4185  44th St. SE,KENTWOOD,49512,KENT,GRAND RAPIDS,,"4185  44th St. SE, KENTWOOD, MI 49512"
SM OPT OUT,N5569,"HAWORTH, INC. - BIG RAPIDS COMPONENTS-STEEL & WOOD",300 N Bronson,BIG RAPIDS,49307,MECOSTA,GRAND RAPIDS,EVANSS13,"300 N Bronson, BIG RAPIDS, MI 49307"
MAJOR,N5576,ANR PIPELINE CO. - GOODWELL COMPRESSOR STATION,6759  East Five Mile Rd.,WHITE CLOUD,49349,NEWAYGO,GRAND RAPIDS,ROBINSONC17,"6759  East Five Mile Rd., WHITE CLOUD, MI 49349"
MAJOR,N5578,ANR PIPELINE CO. -  WINFIELD COMPRESSOR STATION,21453  Tamarack Rd.,HOWARD CITY,49329,MONTCALM,GRAND RAPIDS,ROBINSONC17,"21453  Tamarack Rd., HOWARD CITY, MI 49329"
,N5795,"SPARTA FOUNDRY, INC.",252 E Gardner St,SPARTA,49345,KENT,GRAND RAPIDS,,"252 E Gardner St, SPARTA, MI 49345"
MAJOR,N6006,"WASTE MANAGEMENT OF MICHIGAN, INC. – AUTUMN HILLS",700  56th Ave.,ZEELAND,49464,OTTAWA,GRAND RAPIDS,MORGAND2,"700  56th Ave., ZEELAND, MI 49464"
MINOR,A1864,INDUSTRIAL STEEL TREAT CO,613  CARROLL ST,JACKSON,49202,JACKSON,JACKSON,WEEMSS,"613  CARROLL ST, JACKSON, MI 49202"
,A1912,ALLIED CHUCKER AND ENGINEERING COMPANY,3529  Scheele Dr.,JACKSON,49202,JACKSON,JACKSON,WHITES1,"3529  Scheele Dr., JACKSON, MI 49202"
MINOR,A1922,"LIBRA INDUSTRIES, INC. OF MICHIGAN",1435 N. BLACKSTONE ST,JACKSON,49202,JACKSON,JACKSON,WEEMSS,"1435 N. BLACKSTONE ST, JACKSON, MI 49202"
MAJOR,A4127,"AUTOMOTIVE COMPONENTS HOLDINGS, LLC - MONROE PLANT",3200 E ELM AVE,MONROE,48162,MONROE,JACKSON,MACLEODR,"3200 E ELM AVE, MONROE, MI 48162"
MINOR,B1743,HOLCIM,15215  DAY RD,DUNDEE,48131,MONROE,JACKSON,KAVANAUGHD,"15215  DAY RD, DUNDEE, MI 48131"
MAJOR,B1754,ERVIN AMASTEEL DIVISION,915  TABOR ST.,ADRIAN,49221,LENAWEE,JACKSON,KOVALCHICKM,"915  TABOR ST., ADRIAN, MI 49221"
MAJOR,B1877,GUARDIAN INDUSTRIES-CARLETON,14600  ROMINE RD,CARLETON,48117,MONROE,JACKSON,CARLEYB,"14600  ROMINE RD, CARLETON, MI 48117"
MAJOR,B2052,RACER TRUST - WILLOW RUN PLANT INDUSTRIAL LAND,2930 Ecorse Road,YPSILANTI,48198,WASHTENAW,JACKSON,KAVANAUGHD,"2930 Ecorse Road, YPSILANTI, MI 48198"
MAJOR,B2063,"FAURECIA INTERIOR SYSTEMS SALINE, LLC",7700  MICHIGAN AVE,SALINE,48176,WASHTENAW,JACKSON,WEEMSS,"7700  MICHIGAN AVE, SALINE, MI 48176"
SM OPT OUT,B2064,FORD MOTOR CO/RAWSONVILLE PLANT,10300 TEXTILE RD,YPSILANTI,48197,WASHTENAW,JACKSON,KOVALCHICKM,"10300 TEXTILE RD, YPSILANTI, MI 48197"
MAJOR,B2328,UNIVERSITY OF MICHIGAN- FORMER PFIZER GLOBAL R&D,2800 PLYMOUTH RD&1600 HURON PKWY,ANN ARBOR,48105,WASHTENAW,JACKSON,ERICKSONG,"2800 PLYMOUTH RD&1600 HURON PKWY, ANN ARBOR, MI 48105"
MAJOR,B2671,MASCO BCG - MERILLAT,2075 W BEECHER RD,ADRIAN,49221,LENAWEE,JACKSON,LANCASTERE1,"2075 W BEECHER RD, ADRIAN, MI 49221"
MAJOR,B2816,DTE ELECTRIC COMPANY - MONROE POWER PLANT,3500 EAST FRONT STREET,MONROE,48161,MONROE,JACKSON,CARLEYB,"3500 EAST FRONT STREET, MONROE, MI 48161"
MAJOR,B2846,J.R. WHITING CO,4525 E. ERIE RD,ERIE,48133,MONROE,JACKSON,CARLEYB,"4525 E. ERIE RD, ERIE, MI 48133"
MAJOR,B4306,GERDAU SPECIAL STEEL NORTH AMERICA - JACKSON MILL,3100  BROOKLYN RD,JACKSON,49203,JACKSON,JACKSON,KOVALCHICKM,"3100  BROOKLYN RD, JACKSON, MI 49203"
MAJOR,B6027,INTEVA PRODUCTS ADRIAN OPERATIONS,1450 E. BEECHER ST,ADRIAN,49221,LENAWEE,JACKSON,WEEMSS,"1450 E. BEECHER ST, ADRIAN, MI 49221"
MAJOR,B6113,AUTOMOTIVE COMPONENTS HOLDINGS-MILAN,800  COUNTY ST,MILAN,48160,MONROE,JACKSON,LANCASTERE1,"800  COUNTY ST, MILAN, MI 48160"
MINOR,B6237,YPSILANTI COMM. UTILITIES AUTHORITY,2777 STATE RD,YPSILANTI,48198,WASHTENAW,JACKSON,KAVANAUGHD,"2777 STATE RD, YPSILANTI, MI 48198"
MAJOR,B6611,MICHIGAN HUB LLC,720  HERRING RD.,LITCHFIELD,49252,HILLSDALE,JACKSON,CARLEYB,"720  HERRING RD., LITCHFIELD, MI 49252"
MAJOR,B7035,CADENCE INNOVATION HILLSDALE (FORMERLY BAILEY MFG),29  Superior Street,HILLSDALE,49242,HILLSDALE,JACKSON,LANCASTERE1,"29  Superior Street, HILLSDALE, MI 49242"
MAJOR,B7061,GERDAU MACSTEEL MONROE MILL,3000 E FRONT STREET,MONROE,48161,MONROE,JACKSON,KOVALCHICKM,"3000 E FRONT STREET, MONROE, MI 48161"
MAJOR,B7536,HILLSDALE  CITY OF  PUBLIC UTILITIES,201  WATERWORKS AVE,HILLSDALE,49242,HILLSDALE,JACKSON,CARLEYB,"201  WATERWORKS AVE, HILLSDALE, MI 49242"
SM OPT OUT,H5877,EASTERN MI UNIVERSITY,812 OAKWOOD,YPSILANTI,48197,WASHTENAW,JACKSON,KOVALCHICKM,"812 OAKWOOD, YPSILANTI, MI 48197"
,K2695,F.W. RITTER SONS COMPANY,"12670  DIXIE Hwy., P.O. Box 45",S ROCKWOOD,48179,MONROE,JACKSON,KAVANAUGHD,"12670  DIXIE Hwy., P.O. Box 45, S ROCKWOOD, MI 48179"
MAJOR,M0675,UNIVERSITY OF MICHIGAN,1239  KIPKE DR,ANN ARBOR,48109,WASHTENAW,JACKSON,KAVANAUGHD,"1239  KIPKE DR, ANN ARBOR, MI 48109"
MAJOR,N0920,PILKINGTON NORTH AMERICA INC,11700  TECUMSEH - CLINTON ROAD,CLINTON,49236,LENAWEE,JACKSON,MACLEODR,"11700  TECUMSEH - CLINTON ROAD, CLINTON, MI 49236"
MAJOR,N1125,JACKSON COUNTY RESOURCE RECOVERY FACILITY,1990 E PARNALL RD,JACKSON,49201,JACKSON,JACKSON,CARLEYB,"1990 E PARNALL RD, JACKSON, MI 49201"
SM OPT OUT,N1737,GREAT LAKES AGGREGATES ROCKWOOD QUARRY,7500  REAUME RD,NEWPORT,48166,MONROE,JACKSON,KAVANAUGHD,"7500  REAUME RD, NEWPORT, MI 48166"
MAJOR,N1966,MICHIGAN AUTOMOTIVE COMPRESSOR INC.,2400 N. DEARING RD,PARMA,49269,JACKSON,JACKSON,WEEMSS,"2400 N. DEARING RD, PARMA, MI 49269"
